yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
1965,0,49,0,4,2.75,2820,13193,1,0,0,3,8,1860,960,98006,47.5579,-122.174,2580,13193,0,16013,615000,0
1955,0,60,0,3,1.75,1450,7620,1,0,0,4,7,1050,400,98166,47.4569,-122.354,1380,7620,0,9070,300000,0
2005,0,9,0,4,2.5,1840,4011,2,0,0,3,9,1840,0,98052,47.6662,-122.083,2120,4011,1,5851,583000,0
1964,0,50,0,3,2,2250,14274,1,0,0,4,8,1500,750,98040,47.5762,-122.217,2820,13813,0,16524,624800,0
2004,0,10,0,4,2.5,2400,4848,2,0,0,3,8,2400,0,98038,47.3626,-122.04,1980,5199,0,7248,344000,0
1947,0,67,0,3,1.75,1250,7710,1,0,0,4,7,1250,0,98155,47.7623,-122.317,1340,7710,0,8960,338000,0
1963,0,52,0,3,2.25,1560,9706,1,0,0,4,7,1560,0,98002,47.3191,-122.213,1510,9706,0,11266,288000,0
1949,0,65,0,2,1,1070,5824,1,0,2,5,7,1070,0,98178,47.507,-122.242,2090,7980,0,6894,319950,0
2004,0,10,0,4,4,3010,7221,2,0,0,3,10,3010,0,98075,47.5833,-121.97,3490,7518,1,10231,765000,0
1989,0,25,0,4,3.25,3990,18115,2,0,0,4,11,3990,0,98039,47.6177,-122.229,3450,16087,1,22105,2720000,1
1990,0,24,0,4,3.5,5440,38900,2,0,0,3,12,5440,0,98053,47.6605,-122.069,4830,41313,1,44340,1770000,1
1996,0,18,0,4,2.5,2550,17209,2,0,0,3,9,2550,0,98059,47.4836,-122.136,2840,12560,1,19759,512000,0
1965,0,50,0,6,2.75,2980,20000,1,0,4,3,8,2130,850,98177,47.7599,-122.375,2730,20000,0,22980,1060000,0
2004,0,11,0,3,2.5,1450,3850,2,0,0,3,7,1450,0,98065,47.5318,-121.85,1970,3748,0,5300,359000,0
1925,0,90,0,4,2.75,1590,6000,1.5,0,0,4,8,1590,0,98112,47.6401,-122.299,1590,4000,0,7590,1060000,0
1979,0,35,0,4,3.25,4110,14219,2,0,2,4,10,2570,1540,98028,47.7382,-122.264,2760,12283,1,18329,825000,0
2014,0,0,0,4,2.5,2708,4772,2,0,0,3,9,2708,0,98092,47.3413,-122.178,2502,4900,1,7480,436952,0
2014,0,0,0,4,2.75,3270,12880,2,0,0,3,9,3270,0,98033,47.6679,-122.172,2420,7505,1,16150,939000,0
1974,0,40,0,3,2.5,1780,7192,1,0,0,4,7,1250,530,98031,47.4093,-122.173,1870,8500,0,8972,252500,0
1910,0,104,0,3,2,2660,5000,1.5,0,3,3,8,1940,720,98116,47.5829,-122.382,2270,5000,0,7660,727500,0
1979,0,35,0,4,2.25,2500,8500,2,0,0,4,8,2500,0,98006,47.5569,-122.151,2470,9100,0,11000,760000,0
1983,0,32,0,3,2.5,2090,9847,2,0,2,3,9,2090,0,98006,47.5651,-122.114,2860,11483,1,11937,725000,0
1951,0,63,0,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,98031,47.3871,-122.224,1760,8276,0,7910,235000,0
1974,0,40,0,3,1.75,1610,22496,1,0,0,4,7,1610,0,98042,47.3443,-122.073,2050,35772,0,24106,338950,0
1966,0,48,0,3,1.75,1890,13860,1,0,0,5,7,1890,0,98042,47.4156,-122.149,1500,14536,0,15750,307000,0
2000,0,15,0,3,2.5,2050,7205,2,0,0,3,8,2050,0,98003,47.3487,-122.304,2050,7264,0,9255,375000,0
1967,0,47,0,4,1.5,1540,7886,2,0,0,3,7,1540,0,98034,47.734,-122.193,1550,7396,0,9426,415000,0
1965,0,50,0,4,2.5,2260,7500,1,0,0,3,8,1460,800,98055,47.4645,-122.196,2260,7500,0,9760,350000,0
1969,0,45,0,3,2.25,2540,9961,1,0,0,4,8,1320,1220,98031,47.41,-122.208,1870,10251,0,12501,299000,0
1995,0,19,0,3,2.5,2680,327135,2,0,0,3,8,2680,0,98010,47.3783,-122.003,2020,60080,0,329815,630000,0
1950,0,64,0,2,1,1480,6210,1,0,0,3,7,1080,400,98133,47.774,-122.351,1290,7509,0,7690,331000,0
1950,0,64,0,2,2,1960,4018,1,0,0,5,7,980,980,98108,47.5629,-122.32,1240,4641,0,5978,395000,0
1990,0,25,0,3,2.5,1450,8977,1,0,0,3,8,1450,0,98092,47.2576,-122.214,2410,8850,0,10427,265500,0
1964,0,51,0,3,2.75,2000,6405,1,0,0,3,8,1260,740,98178,47.5066,-122.259,2130,6510,0,8405,286300,0
1974,0,40,0,4,1.75,1670,8000,1,0,0,4,8,1670,0,98023,47.3193,-122.383,1720,8000,0,9670,268500,0
1949,0,66,0,3,3,2150,3962,1.5,0,0,3,7,1540,610,98125,47.7183,-122.285,1730,4609,0,6112,419950,0
1988,0,26,0,3,2,1710,7225,2,0,0,4,7,1710,0,98023,47.2917,-122.373,1710,7225,0,8935,250500,0
2014,0,0,0,3,2.25,2190,2416,3,0,0,3,8,2190,0,98117,47.6758,-122.38,1510,3615,0,4606,719950,0
1966,0,48,0,5,1.75,1360,10609,1,0,0,3,7,1060,300,98034,47.7203,-122.229,1490,9935,0,11969,431200,0
1951,0,64,0,3,1,1040,7541,1,0,0,3,6,1040,0,98133,47.7565,-122.339,1140,6100,0,8581,325000,0
1971,0,43,0,3,1,1020,11652,1,0,0,4,6,1020,0,98188,47.4459,-122.278,1690,11652,0,12672,216500,0
1968,0,47,0,3,1.5,1440,7875,1,0,0,4,8,1440,0,98058,47.4561,-122.148,1800,8964,0,9315,330000,0
1988,0,27,0,4,2.5,3920,41206,2,0,0,4,10,3920,0,98072,47.7325,-122.132,3780,36562,1,45126,965000,0
1995,0,19,0,3,2.5,2000,7251,2,0,0,3,9,2000,0,98034,47.7067,-122.2,2450,8118,1,9251,577500,0
2014,0,0,0,4,2.75,3560,8975,2,0,0,3,10,3560,0,98004,47.6322,-122.209,3440,12825,1,12535,1750000,1
1949,0,65,0,3,1,1370,8162,1.5,0,0,3,6,1370,0,98125,47.7263,-122.289,1560,8250,0,9532,350000,0
1954,0,60,0,4,2.5,2020,9600,2,0,0,4,7,2020,0,98136,47.5434,-122.395,2250,8550,0,11620,689000,0
1915,0,100,0,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,98034,47.7244,-122.222,1510,7871,0,12770,257000,0
1976,0,38,0,4,2.5,2650,9627,1,0,3,4,8,1610,1040,98028,47.7684,-122.254,2650,9221,0,12277,490000,0
1949,0,65,0,2,1,910,4725,1,0,0,3,7,910,0,98115,47.676,-122.281,1600,5200,0,5635,515000,0
1944,0,70,0,3,2,1130,7200,1,0,0,4,6,1130,0,98166,47.4779,-122.342,1270,7500,0,8330,262500,0
1943,0,71,0,2,1,580,7500,1,0,0,3,5,580,0,98178,47.4852,-122.251,1700,11250,0,8080,90000,0
1978,0,37,0,3,2.25,2090,7450,1,0,0,3,7,1350,740,98155,47.7598,-122.303,1740,7644,0,9540,485000,0
2005,0,9,0,3,3.25,1390,1278,2,0,0,3,8,1140,250,98107,47.6735,-122.375,1390,1256,0,2668,469000,0
1989,0,25,0,4,2.25,1740,9613,2,0,0,5,8,1740,0,98058,47.463,-122.125,1680,9769,0,11353,300000,0
1969,0,45,0,3,2.5,1730,8490,1,0,0,3,7,1210,520,98034,47.7187,-122.219,1870,7400,0,10220,460000,0
2001,0,13,0,4,2.5,2990,7231,2,0,0,3,9,2990,0,98075,47.5623,-122.032,3160,8339,1,10221,698000,0
1959,0,55,0,3,2,3030,9374,1,0,1,4,7,2100,930,98136,47.5289,-122.391,1990,6012,0,12404,590000,0
2004,0,10,0,4,2.75,2190,3267,2,0,0,3,8,2190,0,98072,47.7751,-122.168,2190,3619,0,5457,465000,0
1962,0,53,0,5,2.5,2350,14197,1,0,0,4,8,1220,1130,98004,47.6005,-122.204,2470,11629,0,16547,895000,0
1926,0,89,0,2,1,980,3800,1,0,0,3,7,980,0,98103,47.6903,-122.34,1520,5010,0,4780,390000,0
1987,0,28,0,2,2,1770,7607,1,0,0,4,8,1770,0,98058,47.4287,-122.163,2090,7109,0,9377,360000,0
2009,0,5,0,2,2,1140,1118,2,0,0,3,7,1040,100,98144,47.596,-122.311,1140,1118,0,2258,247300,0
1999,0,15,0,4,2.5,3670,49658,2,0,0,3,10,3670,0,98074,47.6219,-122.015,3040,49658,1,53328,885250,0
2004,0,11,0,4,2.5,2870,6658,2,0,0,3,8,2870,0,98065,47.5394,-121.878,2770,6658,0,9528,564000,0
1981,0,33,0,3,2,1440,7187,1,0,0,4,7,970,470,98023,47.291,-122.368,1440,7187,0,8627,222000,0
2009,0,5,0,3,2.25,1450,4667,2,0,0,3,7,1450,0,98028,47.7611,-122.233,1490,4667,0,6117,382000,0
1970,0,44,0,4,1.75,2500,92347,1,0,0,4,8,1500,1000,98040,47.5345,-122.216,3750,20267,0,94847,950000,0
1989,0,25,0,2,1.5,1930,3521,2,0,0,3,8,1930,0,98007,47.6092,-122.146,1840,3576,0,5451,509000,0
1951,0,63,0,4,1.75,1814,5000,1,0,0,4,7,944,870,98115,47.684,-122.281,1290,5000,0,6814,530000,0
2004,0,10,0,5,3,2520,5500,1,0,0,3,8,1550,970,98178,47.4938,-122.255,1700,8000,0,8020,350000,0
1989,0,25,0,4,2.5,2080,7000,1,0,0,4,8,1400,680,98058,47.4252,-122.163,2090,7082,0,9080,330000,0
1912,0,102,0,3,2,1490,3072,1,0,0,5,7,770,720,98144,47.5772,-122.307,1320,3072,0,4562,438500,0
2014,0,0,0,5,3.5,4280,6530,2,0,3,3,10,4280,0,98075,47.5941,-121.973,3960,6863,1,10810,1140000,1
1928,0,87,0,4,1,2300,9583,1,0,0,3,6,1220,1080,98024,47.5671,-121.89,1200,11325,0,11883,303000,0
2010,0,4,0,3,2.25,1450,4050,2,0,0,3,7,1450,0,98038,47.367,-122.019,1660,3800,0,5500,274500,0
1971,0,43,0,4,1.75,1250,12705,1,0,0,4,7,1250,0,98023,47.302,-122.382,1390,8550,0,13955,212000,0
1962,0,52,0,3,1.75,1220,7250,1,0,0,3,7,1220,0,98045,47.4887,-121.784,1700,15251,0,8470,251000,0
2005,0,9,0,4,2.5,2310,3866,2,0,0,3,8,2310,0,98029,47.5498,-121.996,1950,4023,0,6176,600000,0
1986,0,29,0,3,2.5,2880,11443,2,0,0,4,9,2880,0,98006,47.5633,-122.111,2840,12530,1,14323,885000,0
2006,0,9,0,4,2.75,3620,35429,2,0,0,3,10,3620,0,98058,47.4238,-122.098,3310,54193,1,39049,680000,0
1991,0,23,0,3,2.25,1990,8501,2,0,0,3,8,1990,0,98029,47.5707,-121.996,2090,6459,0,10491,564800,0
1979,0,36,0,3,2.25,2180,11100,1,0,0,5,8,1700,480,98056,47.5162,-122.176,2350,11397,0,13280,415000,0
2012,0,3,0,3,2.5,1990,1891,3,0,0,3,9,1990,0,98102,47.6271,-122.324,1990,3600,1,3881,1080000,0
2014,0,0,0,5,3.5,3240,6919,2,0,0,3,8,2760,480,98059,47.4779,-122.122,2970,5690,0,10159,612995,0
1939,1991,75,23,3,2.5,3490,8343,2,1,4,4,9,2150,1340,98125,47.7265,-122.281,2990,13104,1,11833,1680000,1
1996,0,18,0,4,2.5,2600,17388,2,0,0,3,9,2600,0,98059,47.5283,-122.146,2950,11553,1,19988,665000,0
1948,0,67,0,4,2,2240,10296,1,0,0,5,8,2240,0,98004,47.6177,-122.217,2500,10918,0,12536,1350000,1
2011,0,3,0,3,2.5,2310,4729,2,0,0,3,8,2310,0,98028,47.7734,-122.237,2440,4711,0,7039,494000,0
2005,0,9,0,3,3.25,1410,1350,3,0,0,3,8,1410,0,98103,47.698,-122.34,1410,1253,0,2760,425000,0
1996,0,18,0,4,2.75,2790,10819,2,0,0,3,10,2790,0,98027,47.5515,-122.08,3080,12603,1,13609,765000,0
2003,0,11,0,4,2.5,2230,5000,2,0,0,3,8,2230,0,98031,47.3919,-122.184,2230,6137,0,7230,305000,0
2012,0,3,0,3,2.5,1770,1714,3,0,0,3,8,1770,0,98103,47.6532,-122.348,1720,3360,0,3484,671500,0
1955,0,59,0,3,1,1010,10215,1,0,0,3,6,1010,0,98146,47.4872,-122.345,1320,10245,0,11225,180000,0
1954,0,60,0,3,2.5,2830,6000,1,0,3,3,9,1730,1100,98126,47.5751,-122.378,2040,5300,1,8830,713414,0
1977,0,38,0,3,2.25,1740,9488,1,0,0,4,8,1180,560,98056,47.5339,-122.174,1880,8615,0,11228,450000,0
1941,0,74,0,3,1,1040,5060,1,0,0,3,7,1040,0,98116,47.5636,-122.394,890,5060,0,6100,480000,0
2008,0,7,0,4,4.25,4250,6552,2,0,3,4,10,2870,1380,98144,47.5747,-122.283,3640,8841,1,10802,2450000,1
1955,0,59,0,3,1.5,1460,8505,1,0,0,4,7,1460,0,98055,47.4402,-122.195,1580,8505,0,9965,265000,0
1950,0,64,0,2,1,880,6731,1,0,0,4,7,880,0,98116,47.5694,-122.395,1240,6731,0,7611,454000,0
1941,0,73,0,4,2,2070,7830,1,0,1,5,7,1180,890,98125,47.7058,-122.278,2390,7830,0,9900,699950,0
1973,0,41,0,4,2.25,2090,7400,1,0,0,3,9,1670,420,98023,47.3178,-122.38,2260,8000,1,9490,274000,0
1999,0,15,0,3,2.75,1120,881,3,0,0,3,8,1120,0,98103,47.6914,-122.343,1120,1087,0,2001,265000,0
1989,0,25,0,4,2.5,2430,42646,1,0,0,3,7,1450,980,98014,47.6164,-121.953,2000,38159,0,45076,490000,0
1962,0,52,0,5,2.25,2140,7910,1,0,0,3,7,1070,1070,98007,47.6071,-122.137,1680,8700,0,10050,530000,0
1945,0,69,0,3,1.5,880,6600,1,0,0,5,6,880,0,98178,47.5002,-122.247,1020,6600,0,7480,253000,0
1914,0,101,0,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,98002,47.3109,-122.229,1070,4804,0,11120,279950,0
1980,0,34,0,6,4.5,3300,7561,2,0,0,3,8,3300,0,98052,47.6795,-122.104,2470,7561,0,10861,510000,0
2008,0,6,0,5,4,4590,35046,2,0,0,3,10,4590,0,98033,47.6647,-122.16,3350,35857,1,39636,1720000,1
2009,0,6,0,3,2.25,1340,873,3,0,0,3,8,1340,0,98133,47.7325,-122.343,1340,1186,0,2213,303000,0
1976,0,38,0,3,1.75,1650,10150,1,0,0,3,8,1230,420,98033,47.6963,-122.169,1930,8958,0,11800,539900,0
2003,0,12,0,4,2.5,2580,11780,2,0,0,3,9,2580,0,98038,47.3658,-122.04,2410,8403,1,14360,456500,0
1960,0,54,0,3,1.5,1780,16000,1,0,0,2,7,1240,540,98198,47.419,-122.322,1860,9775,0,17780,279000,0
1948,2014,66,0,3,1.75,2480,4000,1,0,0,3,8,1240,1240,98122,47.615,-122.288,2450,4000,0,6480,920000,0
1952,0,63,0,4,2,2490,4700,1,0,0,4,7,1690,800,98136,47.5254,-122.392,2240,5000,0,7190,700000,0
1989,0,25,0,3,3,3790,5001,2,0,0,3,10,2810,980,98122,47.6035,-122.285,2500,6286,1,8791,1170000,1
1948,0,66,0,3,1.75,2140,13260,1,0,0,3,7,1240,900,98146,47.5074,-122.353,1640,13260,0,15400,340000,0
1966,0,48,0,3,1.5,1350,81549,1,0,0,2,7,1350,0,98092,47.3099,-122.09,2220,93825,0,82899,170000,0
2005,0,10,0,3,2.5,1502,1400,3,0,0,3,7,1502,0,98115,47.6951,-122.305,1377,1466,0,2902,403000,0
1955,0,59,0,3,1.5,1460,8710,1,0,0,3,7,1460,0,98166,47.4561,-122.357,1400,8645,0,10170,324950,0
2002,0,12,0,3,2.5,2240,7791,2,0,0,3,7,2240,0,98065,47.5361,-121.88,2480,5018,0,10031,452500,0
1976,1991,38,23,3,2.5,2990,10711,1,1,4,3,9,1560,1430,98198,47.3573,-122.324,2870,11476,1,13701,820000,0
1958,0,56,0,3,1.5,1500,8272,1,0,0,4,7,1500,0,98177,47.7741,-122.38,1630,8270,0,9772,419000,0
1985,0,30,0,3,1.75,1480,8165,1,0,0,4,7,1480,0,98042,47.3624,-122.079,1450,7939,0,9645,280000,0
1941,0,73,0,5,1.75,1550,5225,1.5,0,0,4,7,1550,0,98108,47.554,-122.306,1220,5225,0,6775,360000,0
1978,0,37,0,3,1,1310,7125,1,0,0,4,7,1310,0,98042,47.3739,-122.148,1650,7290,0,8435,240000,0
1952,0,62,0,3,1.75,2020,10031,1,0,0,5,7,1370,650,98155,47.7487,-122.319,1500,8456,0,12051,535000,0
1958,0,56,0,5,2.25,2960,7680,1,0,2,5,8,1550,1410,98199,47.6456,-122.389,2860,7680,0,10640,1050000,0
2008,0,7,0,2,2,1540,9714,2,0,0,3,8,1540,0,98177,47.7628,-122.359,1840,8179,0,11254,529000,0
1966,0,49,0,3,1,880,8976,1,0,0,4,6,880,0,98023,47.3056,-122.368,990,8760,0,9856,160000,0
1978,0,36,0,3,2.25,2280,200811,1,0,0,3,7,2280,0,98014,47.6522,-121.941,2280,206038,0,203091,410000,0
1989,0,25,0,3,1.75,1320,6530,1,0,0,4,7,1320,0,98023,47.2871,-122.354,1620,6817,0,7850,262000,0
1950,0,64,0,2,1.75,1250,34395,1,0,0,4,7,1250,0,98003,47.2802,-122.316,1910,26042,0,35645,299000,0
2012,0,3,0,4,2.5,2233,6025,2,0,0,3,7,2233,0,98001,47.2599,-122.256,1544,6036,0,8258,317500,0
1916,0,99,0,3,1.5,1940,3570,2,0,0,4,8,1740,200,98105,47.6618,-122.325,1580,3570,0,5510,815000,0
1966,0,48,0,3,1.5,1240,9405,1,0,0,4,7,1240,0,98042,47.3727,-122.162,2260,7611,0,10645,215000,0
2004,0,10,0,5,3,3880,8432,2,0,0,3,7,3880,0,98056,47.4806,-122.176,2620,5623,0,12312,430000,0
1977,0,38,0,4,1.5,2120,8554,1,0,0,4,7,1170,950,98002,47.2933,-122.195,1790,8554,0,10674,249500,0
2003,0,11,0,5,2.75,2440,6858,2,0,0,3,8,2440,0,98030,47.3655,-122.174,2300,6858,0,9298,340000,0
1984,0,30,0,3,2.25,1470,6808,1,0,0,3,7,1160,310,98023,47.2884,-122.365,1570,7881,0,8278,225000,0
1990,0,24,0,3,2.5,2680,7757,2,0,0,3,8,2680,0,98023,47.2918,-122.346,2430,8231,0,10437,320000,0
1981,0,33,0,3,2.5,1340,10290,1,0,0,4,7,1140,200,98042,47.3553,-122.149,1760,7903,0,11630,265000,0
1950,0,65,0,2,1.75,1820,6050,1,0,0,3,7,910,910,98115,47.6928,-122.323,1730,6050,0,7870,500007,0
1994,0,20,0,5,2.5,2300,28480,2,0,0,3,6,2300,0,98053,47.6403,-121.964,1880,26720,0,30780,475000,0
2013,0,1,0,4,3.5,3845,8400,2,0,0,3,10,3845,0,98004,47.6354,-122.198,1710,8400,1,12245,1750000,1
2004,0,10,0,4,2.5,2920,7901,2,0,0,3,9,2920,0,98052,47.7036,-122.125,3020,7900,1,10821,760000,0
2008,0,7,0,3,2.5,1740,1279,3,0,0,3,8,1740,0,98116,47.589,-122.387,1740,1280,0,3019,545000,0
1940,0,74,0,4,1.5,2700,14760,1.5,0,0,5,9,2700,0,98022,47.1996,-122.003,1670,7200,1,17460,415000,0
1996,0,19,0,4,2.5,2250,10696,2,0,0,3,8,2250,0,98006,47.5715,-122.128,2340,13286,0,12946,645000,0
1950,0,64,0,2,1,1440,8842,1,0,0,3,7,840,600,98155,47.7443,-122.325,1650,8461,0,10282,335000,0
1921,0,93,0,2,1,820,2723,1,0,0,3,7,820,0,98103,47.6623,-122.339,1370,3850,0,3543,475000,0
1991,0,23,0,4,2.75,2110,6838,2,0,0,4,8,2110,0,98031,47.3877,-122.171,2100,7280,0,8948,325000,0
1949,0,66,0,4,2,2120,7806,1,0,0,4,6,1770,350,98033,47.6859,-122.166,1560,9920,0,9926,500000,0
2004,0,10,0,2,2.5,1350,944,2,0,0,3,9,870,480,98116,47.5591,-122.385,1440,1350,1,2294,439000,0
1985,0,29,0,3,2.25,1470,8682,1,0,0,3,7,1160,310,98003,47.2729,-122.299,1670,8359,0,10152,160000,0
1976,0,38,0,4,2.25,2290,9546,1,0,0,4,8,1780,510,98006,47.5617,-122.13,2360,8864,0,11836,668500,0
1972,0,42,0,3,2.5,1500,7420,1,0,0,3,7,1000,500,98034,47.7236,-122.174,1840,7272,0,8920,379000,0
1988,0,26,0,2,2,1380,5840,1,0,0,3,7,1380,0,98011,47.7732,-122.172,1810,5035,0,7220,335000,0
1988,0,26,0,4,2.5,2550,7312,2,0,0,3,9,2550,0,98008,47.6441,-122.113,2330,7480,1,9862,699000,0
1925,0,89,0,3,2,1780,5720,1,0,0,5,7,980,800,98103,47.6794,-122.351,1620,5050,0,7500,680000,0
1987,0,28,0,3,2.5,2590,35640,1,0,0,3,9,2590,0,98029,47.5516,-122.03,2590,31200,1,38230,660000,0
2004,0,10,0,4,2.5,2660,5539,2,0,0,3,8,2660,0,98059,47.4981,-122.162,2380,5539,0,8199,423000,0
1989,0,26,0,4,2,1610,6650,1,0,0,3,7,1610,0,98023,47.3085,-122.358,1960,6650,0,8260,259950,0
1961,0,53,0,5,2.25,2350,13000,1,0,0,3,7,2350,0,98178,47.4939,-122.256,1570,11440,0,15350,277554,0
1942,0,72,0,5,1.75,2120,8399,1,0,0,4,7,1320,800,98133,47.7621,-122.335,2120,8398,0,10519,377691,0
1971,0,44,0,3,1,1070,4000,1,0,0,4,7,1070,0,98108,47.5529,-122.305,1090,4000,0,5070,385000,0
1989,0,25,0,4,2.5,2260,7753,2,0,0,3,9,2260,0,98029,47.5752,-121.995,2690,8924,1,10013,604000,0
1910,1975,105,40,2,1,1040,4880,1,0,0,3,7,1040,0,98115,47.6809,-122.311,1500,4590,0,5920,596000,0
1979,0,36,0,4,2.25,2240,8322,2,0,0,3,8,2240,0,98034,47.728,-122.206,2240,6448,0,10562,482000,0
2004,0,10,0,3,2.5,2330,1987,2,0,4,3,9,1410,920,98107,47.6735,-122.405,2640,5250,1,4317,732000,0
1974,0,40,0,2,2.25,1640,2128,2,0,0,4,8,1640,0,98028,47.753,-122.252,1640,2128,0,3768,409000,0
1947,0,67,0,3,1,1780,6840,2,0,0,4,6,1780,0,98125,47.727,-122.3,1410,7200,0,8620,320000,0
1987,0,27,0,3,2.5,3050,158558,1,0,0,4,9,3050,0,98055,47.4326,-122.208,2960,31050,1,161608,555000,0
1937,0,77,0,5,3.5,3580,21343,1.5,0,0,4,8,2140,1440,98155,47.7646,-122.302,2430,21343,0,24923,600000,0
1977,0,37,0,8,2.75,2790,6695,1,0,0,3,7,1470,1320,98133,47.7565,-122.331,1760,7624,0,9485,340000,0
1980,0,34,0,5,4.25,6510,16471,2,0,3,4,11,3250,3260,98040,47.5758,-122.242,4480,16471,1,22981,1900000,1
1966,0,48,0,3,1.75,1370,10050,1,0,1,4,7,1370,0,98023,47.3338,-122.341,1720,10050,0,11420,268000,0
1925,0,89,0,4,3,3180,4649,2,0,0,4,9,2070,1110,98105,47.6583,-122.273,2720,5980,1,7829,1130000,1
1998,0,16,0,3,3,3230,8625,2,0,3,3,10,2220,1010,98116,47.562,-122.404,2330,6022,1,11855,1260000,1
1953,0,61,0,3,1,1240,5700,1.5,0,0,5,6,1240,0,98056,47.4927,-122.169,1140,5700,0,6940,238000,0
1985,0,29,0,3,2.25,1470,4322,2,0,0,3,7,1470,0,98029,47.5672,-122.018,1610,4322,0,5792,491500,0
1953,0,61,0,3,2,1710,8910,1,0,0,5,7,1710,0,98133,47.7719,-122.338,1430,8493,0,10620,390000,0
1973,0,41,0,3,2.25,2120,13644,2,0,1,4,9,1420,700,98040,47.5574,-122.214,2950,17060,1,15764,693000,0
2000,0,14,0,4,3.5,3500,4000,2,0,0,3,10,2560,940,98112,47.628,-122.299,1910,4000,1,7500,1050000,0
1968,0,46,0,3,1.5,1970,22486,1,0,0,4,6,1970,0,98058,47.4511,-122.089,1850,20160,0,24456,289000,0
1989,0,26,0,3,2.25,1580,7034,1,0,0,4,7,1180,400,98038,47.3564,-122.04,1470,7358,0,8614,284000,0
1959,0,55,0,4,2,2040,11850,1,0,2,3,7,1020,1020,98033,47.6891,-122.208,2040,8504,0,13890,749000,0
1948,0,67,0,4,2.5,2750,13950,1,0,3,4,8,1380,1370,98146,47.4938,-122.364,2460,13950,0,16700,725000,0
2007,0,7,0,2,2.5,1233,1244,2,0,0,3,7,963,270,98136,47.5533,-122.381,1230,1300,0,2477,360000,0
1997,0,18,0,3,2.5,1630,1755,2,0,0,3,8,1320,310,98033,47.691,-122.176,1920,14550,0,3385,419900,0
1995,0,19,0,3,2.5,2730,11380,2,0,0,3,10,2730,0,98075,47.58,-122.057,2800,10070,1,14110,770000,0
2007,0,8,0,1,1.5,1180,1688,2,0,0,3,8,1070,110,98126,47.549,-122.372,1380,2059,0,2868,250000,0
1963,0,51,0,0,0,290,20875,1,0,0,1,1,290,0,98024,47.5308,-121.888,1620,22850,0,21165,142000,0
1964,0,50,0,3,1.75,2140,13286,1,0,0,4,8,1220,920,98006,47.5722,-122.128,2250,13286,0,15426,577500,0
1978,0,36,0,6,2.75,2940,7350,1,0,0,3,8,1780,1160,98023,47.3103,-122.339,2120,8236,0,10290,315000,0
2011,0,3,0,3,2.5,2313,5700,2,0,0,3,9,2313,0,98030,47.3572,-122.202,2323,5701,1,8013,370000,0
1928,0,87,0,2,1.75,1390,5025,1.5,0,0,4,8,1390,0,98105,47.6701,-122.288,2160,5000,0,6415,686500,0
1967,0,47,0,3,1,1180,13650,1,0,0,4,7,1180,0,98058,47.4551,-122.154,1460,11730,0,14830,255000,0
1991,0,23,0,4,3.75,4740,126759,2,0,0,4,10,4740,0,98027,47.4449,-121.979,3060,118047,1,131499,1050000,0
1984,0,31,0,4,2.5,2330,7064,1,0,0,4,8,1780,550,98052,47.6955,-122.097,1740,8075,0,9394,595000,0
2010,0,4,0,3,2.5,2160,1250,3,0,0,3,8,1830,330,98119,47.6515,-122.375,1870,2825,0,3410,585000,0
1942,0,73,0,4,2,1490,13736,1,0,0,4,6,1490,0,98125,47.712,-122.281,2040,7200,0,15226,410000,0
1930,0,84,0,2,1.75,1760,4400,1,0,0,4,7,880,880,98103,47.65,-122.34,1330,4180,0,6160,640000,0
2003,0,11,0,3,2.5,2670,10481,2,0,0,3,9,2670,0,98033,47.6673,-122.176,2620,8895,1,13151,810000,0
1947,0,67,0,3,1,1070,4800,1,0,0,3,6,970,100,98126,47.5187,-122.377,1120,1198,0,5870,265000,0
2014,0,0,0,3,2.75,2240,3360,2,0,0,3,8,2100,140,98178,47.4999,-122.232,1790,5873,0,5600,450000,0
1988,0,26,0,4,2.25,2390,11250,2,0,0,3,9,2390,0,98023,47.3305,-122.371,2480,11250,1,13640,359500,0
1958,0,57,0,3,1,1570,7727,1,0,2,4,8,1270,300,98056,47.4821,-122.192,2440,7727,0,9297,404600,0
1958,0,56,0,5,2.25,2070,10488,1,0,0,4,7,1080,990,98008,47.6095,-122.122,1740,9225,0,12558,400000,0
1981,0,33,0,4,1.75,2160,19283,2,0,0,3,8,2160,0,98011,47.7603,-122.169,1990,9744,0,21443,475000,0
1960,0,54,0,2,1,670,1675,1,0,0,5,6,670,0,98144,47.5918,-122.295,1220,1740,0,2345,245000,0
1999,0,15,0,4,2.5,2380,13550,2,0,0,3,7,2380,0,98188,47.4486,-122.288,1230,9450,0,15930,330000,0
1922,1968,92,46,2,1.75,1250,7680,1,0,0,3,7,1250,0,98126,47.5242,-122.371,1250,7680,0,8930,400000,0
2014,0,0,0,3,2.5,1690,1689,2,0,0,3,8,1150,540,98029,47.5528,-121.999,1540,1689,0,3379,419990,0
2014,0,0,0,5,2.75,3595,5639,2,0,0,3,9,3595,0,98053,47.6848,-122.016,3625,5639,1,9234,861990,0
